college_name,link,college_type,facilities,contact_no,Email_id,Website,address 
"DonBoscoPrivateIndustrialTrainingInstitute(DBPITI),pune",https://www.collegedekho.com/colleges/don-bosco-private-industrial-training-institute,Private,College TypePrivateEstablished In1999Courses Offered4 , 65104659,dbvpk@yahoo.co.in,http://donboscochinchwad.org/,"['Near St. Andrew’s High School,  \r\nBalaji Chowk, Chinchwad, Pune, \r\nPin code : 411019']"
"AhmadGaribUnaniMedicalCollegeandAs-SalamHospital(AGUMCAH),pune",https://www.collegedekho.com/colleges/ahmad-garib-unani-medical-college-and-as-salam-hospital,Private,College TypePrivateEstablished In1996Courses Offered1 ,  26455153,,http://ammmei.org/index.html,"['2390, K.B.Hidayatullah Road,\r\nAzam Campus, Camp,\r\nPUNE – 411 001\r\nMAHARAHSTRA - INDIA.']"
"Dr.BhanubenNanavatiCollegeofArchitecture(DRBMCA),pune",https://www.collegedekho.com/colleges/dr-bhanuben-nanavati-college-of-architecture,Private,College TypePrivateCourses Offered5 ,020-25313000,info@maharshikarve.ac.in,http://maharshikarve.ac.in/dr-bhanuben-nanavati-college-of-architecture,"['Karve Nagar, Pune - 411052']"
"IndiraInstituteofManagement(MCA)(IIM),pune",https://www.collegedekho.com/colleges/indira-institute-of-management-mca,Private, Canteen   Computer Lab   Cultural zone   Library   Medical Facilities   Cls. Room   Sports   Grounds   Trans.   WiFi  ,020-66759482,info@indiraiimpmca.edu.in,http://www.indiraiimpmca.edu.in/,"['85/5-B', ' Tathawade', ' New Pune Mumbai Highway', 'Pune - 411033']"
"IndianInstituteofScienceEducationandResearch(IISER),pune",https://www.collegedekho.com/colleges/iiser,Private, Auditorium   ATM   Boys Hostel   Computer Lab   Girls Hostel   Guest house   Gym   Mess   Theatre   Library   Medical Facilities   Cls. Room   Sports   Grounds   R&D   Residential Faculty Zone   Shopping   WiFi   Conference Room   Ambulance   Laboratories   Hostel  ,+91-2025908000,admissions@iiserpune.ac.in,http://www.iiserpune.ac.in/,"['Dr. Homi Bhabha Road', ' Pashan', ' Pune 411 008']"
"IndianInstituteofEducation(IIEPUNE),pune",https://www.collegedekho.com/colleges/iie-pune,Private,College TypePrivateEstablished In1948Courses Offered1 ,25433316,iiepune@vsnl.com,http://iiepune.org/,"['128/2, J.P. Naik Path Kothrud Pune 411038 Maharashtra']"
"Pre-PrimaryTeachersTrainingInstitute(PPTTI),pune",https://www.collegedekho.com/colleges/pre-primary-teachers-training-institute,Private,College TypePrivateCourses Offered3 ,020-25888845,acme_classes@rediffmail.com,http://www.teacherstraining.org/index.html,"['3, Bandhangad,\r\nLane Opp. gate no.3 of DAV Public School, Aundh,\r\nPune - 411007.']"
"MaharashtraMandal'sChandrashekarAgasheCollegeofPhysicalEducation(AGASHECOLLEGE),pune",https://www.collegedekho.com/colleges/agashe-college,Private, Boys Hostel   Library   Cls. Room   Sports   Grounds   Trans.  ,91-20-24261872,info@agashecollege.org,http://agashecollege.org/about,"['Opp. Tilak Maharshtra Vidyapeeth Nagar, Gultekdi, Pune - 411037. \r\nMaharashtra, INDIA .']"
"MarathwadaMitraMandalsShankarraoChavanLawCollege(MMSCLC),pune",https://www.collegedekho.com/colleges/shankarrao-chavan-law-college,Public, AV Lab   Auditorium   Boys Hostel   Canteen   Computer Lab   Cultural zone   Gym   Mess   Library   Medical Facilities   Cls. Room   Sports   Grounds   Practical Labs   Residential Institute   Residential Faculty Zone   Trans.   WiFi  ,020-25661659,mmsclc@gmail.com,http://www.sclc.ac.in/Home.aspx,"Marathwada Mitra Mandalu2019s Shankarrao Chavan Law College,rn302/A, Deccan Gymkhana, Pune- 411 004"
"MarathwadaMitraMandal'sCollegeofPharmacy(MMCOP),pune",https://www.collegedekho.com/colleges/marathwada-mitra-mandals-college-of-pharmacy,Private, Auditorium   Canteen   Computer Lab   Cultural zone   Mess   Library   Medical Facilities   Cls. Room   Sports   Grounds   Practical Labs   Trans.   WiFi  ,020-64100841,mmcopharm@yahoo.co.in,http://www.mmcop.edu.in,"[""Marathwada Mitra Mandal's College of Pharmacy\r\nSr. No.:4/17, Sector No. 34, PCNTDA, \r\nThergaon (Kalewadi), Pune - 411 033.""]"
"ModernEducationSociety'sCollegeOfEngineering(MESCOE),pune",https://www.collegedekho.com/colleges/mescoe,Private, Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Gym   Mess   Library   Medical Facilities   Cls. Room   Sports   Grounds   WiFi   Cafeteria    Laboratories   Hostel  ,020-26163831,principal@mescoepune.org,http://www.mescoepune.org,"19, Late Prin. V.K. Joag Path,Wadia College Campus, Pune u2013 411001."
"AnnasahebWaghireCollegeofArtsScience&Commerce(AWCASC),pune",https://www.collegedekho.com/colleges/annasaheb-waghire-college-otur,Private, A/C   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling  ,    ,principal@pdeaawcotur.org,http://www.pdeaawcotur.org/,"['At/p- Otur, Tal-Junnar, Dist-Pune, Maharashtra, India - 412 409']"
"AnantaraoPawarSeniorCollege(APSC),pune",https://www.collegedekho.com/colleges/anantrao-pawar-college-pirangut,Private, Canteen   Computer Lab   Fest   Cultural zone   Library   Residential Institute  ,020-20291178,apcpirangut@gmail.com,http://www.apcpirangut.com/,"['Pirangut, Tal. Mulshi, Dist.  Pune - 411 042']"
"P.D.E.A.'sCollegeofEngineering(PDEACE),pune",https://www.collegedekho.com/colleges/pdea-college-of-engineering-2,Private, Canteen   Computer Lab   Counselling   Fest   Cultural zone   Education Festival   Library   Medical Facilities   Cls. Room   Residential Institute  , 26996625,,http://www.pdeacoem.com,"['Manjari Road,Hadapsar,Pune-412307. India.']"
"PVG'sCollegeofScience(PVGS),pune",https://www.collegedekho.com/colleges/pvg-college-of-science,Private, A/C   Canteen   Computer Lab   Convo. Hall   Medical Facilities   Cls. Room  , 24221484,principal@pvgcos.com,http://www.pvgcos.com/,"['Vidynagari, S. No. 44\r\nParvati, Pune - 411009']"
pune,https://www.collegedekho.com/colleges/pune-jilha-shikshan-mandals-mamasaheb-mohal-college-of-arts-and-commerce,Private, Computer Lab   Fest   Cultural zone   Education Festival   Library   Cls. Room   Residential Institute  ,02025443024,moholcollege@gmail.com,http://www.pdeamoholcollege.org/,"['48/1 A,Erandwane,Paud Road, Pune-411038., Dist:Pune Tal:Haweli']"
"RajaShreeShivrayaPratishthansMaharashtraCollegeofScience&Commerce(RSSPMCSC),pune",https://www.collegedekho.com/colleges/maharashtra-college-of-science-and-commerce-pune,Private, Math Lab   A/C   ATM   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Gym   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Institute   Residential Zone   Residential Faculty Zone   WiFi  ,+91-20-25444363,contact@mcsc.ac.in,http://www.mcsc.ac.in/,"['Baburao Sutar Path', ' Rambaug Colony', ' Near Krishna Hospital', ' Paud Road', ' Kothrud', ' Pune-411038', ' Maharashtra', ' India']"
"ShriChhatrapatiShivajirajeCollegeofEngineering(SCSCE),pune",https://www.collegedekho.com/colleges/shri-chhatrapati-shivajiraje-college-of-engineering,Private, A/C   Boys Hostel   Canteen   Computer Lab   CSC   Convo. Hall   Counselling  ,   ,scscoe@gmail.com,http://bcud.unipune.ac.in/utilities/college_search/CEGP014990_ENG/Pune_University_College,"[""Rajgad Dnyanpeeth's SCSCOE Gat No.- 237, Pune Banglore Highway, Dhangawadi,""]"
"RajaShreeShivrayaPratishthansMeenataiThakareD.EdCollege(THAKAREDED),pune",https://www.collegedekho.com/colleges/raja-shree-shivraya-pratishthans-meenatai-thakare-ded-college,Private, Canteen   Computer Lab   Library   Medical Facilities   Cls. Room  ,25437801,mtdc@shivraipratishthan.org.in,http://www.shivraipratishthan.org.in/html/institutes_3.htm,"['Baburao Sutar Path, Rambaug Colony, Near Krishna Hospital, Paud Road, Kothrud, Pune, Maharashtra. PIN - 411038.']"
"R.M.DhariwalSinhgadManagementSchool(RMDSM),pune",https://www.collegedekho.com/colleges/rm-dhariwal-sinhgad-management-school,Private, Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room  ,02138-615330,rmdsms@sinhgad.edu,http://www.sspm.co.in/sms.html,"['At Post - Kondhapuri, Pune – Nagar Road, \r\nTehsil - Shirur, District - Pune 412209']"
"NetajiShikshanSanstha'sSubhashBaburaoKul(NSSSBK),pune",https://www.collegedekho.com/colleges/netaji-shikshan-sansthas-subhash-baburao-kul,Private, Gym   Medical Facilities   Cls. Room   Placement   Sports   Residential Institute   Residential Zone   Residential Faculty Zone   Trans.  ,02119-223025,sbkulcollege@yahoo.co.in,http://bcud.unipune.ac.in/,['kedgaon Ta: Dound Dist: Pune Pincode: 412203']
"NutanMaharastraInstituteofEngineering&Technology(NMIET),pune",https://www.collegedekho.com/colleges/nmiet,Private, Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Practical Labs   Trans.   WiFi  ,02114-311833,nmiettalegaon@gmail.com,http://www.nmiet.edu.in,"['Nutan Maharastra Institute of Engineering & Technology\r\n“Samarth Vidya Sankul”,\r\nVishnupuri, Talegaon Dabhade – 410507\r\nPune, Maharashtra']"
"NcitIndiaIibmCollegeofBBAandBCA(IIBMPUNE),pune",https://www.collegedekho.com/colleges/iibm-pune,Private, Computer Lab   Library   Medical Facilities   Cls. Room  ,02030727211,info@iibm.org.in,http://www.iibm.org.in/index.php,"['N C I T India, IIBM CAMPUS 8/2 d3 MIDC Chinchawad Pune 19, Dist:Pune Tal:Haveli']"
"P.E.Society'sModernCollegeofEducation(PESMCE),pune",https://www.collegedekho.com/colleges/modern-college-of-education,Private, Math Lab   Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Music  ,020-25530670,modernedu@hotmail.com,http://www.modernedu.in,"['Shivajinagar Pune, Maharashtra 411005']"
"ProgressiveEducationSociety'sModernLawCollege(PESMLC),pune",https://www.collegedekho.com/colleges/modern-law-college-pune,Private, Academic Zone   Canteen   Counselling   Library   Medical Facilities   Cls. Room   Sports   Bed  ,020-25638987,info.modernlaw@gmail.com,http://www.modernlawcollege.org,"S. No.85/86, University of PunernCircle, Pashan Road, Ganeshkhind, rnPune -411053."
"ProgressiveEducationSocietysInstituteofManagementandCareerDevelopment(PESIMCD),pune",https://www.collegedekho.com/colleges/progressive-education-societys-institute-of-management-and-career-development,Private, Computer Lab   Library   Cls. Room   Placement   Sports   Grounds  ,  64108256,imcdmba@rediffmail.com,http://www.imcdpune.in,"['Sector 21,Yamunanagar, Modern High School Compound, Nigdi,, Pune, Maharashtra 411044']"
"ITSPMArts,ScienceandCommerceCollege(ITSPMASC),pune",https://www.collegedekho.com/colleges/arts-science-and-commerce-college-indapur,Private, Canteen   Computer Lab   Counselling   Library   Cls. Room   Sports   Trans.  ,,,http://www.ascicollege.org/,"['Off National Highway No.09,\r\nOpposite to Indapur Municipality Indapur,\r\nDist: Pune,\r\nPin 413 106 (Maharashtra)']"
"H.G.M.AzamCollegeofEducation(HGMACE),pune",https://www.collegedekho.com/colleges/hgm-azam-college-of-education,Private, Math Lab   Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Music   Placement  ,02026447257,prin-bed@azamcampus.org,http://www.azambedcollege.com,"['2390, K.B. Hidayatullah Road Azam Campus, Camp. Pune - 411001 ']"
"SumatibhaiShahAyurvedMahavidyalaya(SSAM),pune",https://www.collegedekho.com/colleges/sumatibhai-shah-ayurved-mahavidyalaya,Private, ATM   Boys Hostel   Canteen   Computer Lab   Counselling   Hospital   Library   Bed  ,020-26998937,ssayu@rediffmail.com,http://www.ssayurved.org/sumatibhai-shah-ayurved-mahavidyalaya.htm,"['Survey no. 165-A, Malwadi, Hadapsar Pune - Solapur National Highway Pune, Maharashtra 411028']"
"NSCT'sCollegeofEducation(NCE),pune",https://www.collegedekho.com/colleges/nscts-college-of-education,Private, Academic Zone   A/C   AV Lab   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Placement  ,  ,nsct2006pune@gmail.com,http://www.navsahyadri.com/,"[""NSCT's College of Education, Chakan,\r\nNear Chakreshwar Temple, At Po. Chakan,\r\nTal - Khed, Dist - Pune, Pin - 410 501""]"
"NSCT'sInstituteofManagementScience(IMSPUNE),pune",https://www.collegedekho.com/colleges/ims-pimpri,Private, Math Lab   Academic Zone   A/C   AV Lab   Canteen   Computer Lab   CSC  ,  ,sandeshtilekar@gmail.com,http://www.imspimpri.com/index.aspx,"['Institute of Management Science, Pmpri(Bk),\r\nPayeet Road, Pimpri Bk, Tal - Khed, Dist - Pune, Pin - 410 501']"
"PVGsCollegeofEngineeringandTechnology(PCET),pune",https://www.collegedekho.com/colleges/pune-vidhyarthi-grihas-college-of-engineering-and-technology,Private, A/C   Auditorium   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Hospital   Library   Medical Facilities  ,  24228258    ,enquiry@pvgcoet.ac.in,http://pvgcoet.ac.in/,"['44, Vidya Nagari, Shivdarshan, Parvati, Pune – 411009 Maharashtra – INDIA']"
"Dr.D.Y.PatilAyurvedaCollegeAndResearchCentre(DDYPACRC),pune",https://www.collegedekho.com/colleges/dy-patil-ayurved-college,Private, Math Lab   Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Computer Lab   CSC   Convo. Hall   Counselling  , 20-27122124,info.ayurved@dypvp.edu.in,http://ayurved.dypvp.edu.in/,"['Sant Tukaram Nagar, \r\nPimpri, Pune, Pune 411018 \r\nMaharashtra, India.']"
"PadmashreeDr.D.Y.PatilLawCollege(DYPLC),pune",https://www.collegedekho.com/colleges/dy-patil-college-of-law-pune,Private, Math Lab   ATM   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Library   Medical Facilities   Cls. Room   Music   Placement  ,7498543933/02027805896,info.law@dypvp.edu.in,http://law.dypvp.edu.in,"Behind YCM hospital, Sant Tukaram Nagar,Pimpri, Pune-411 018"
"RajivGandhiInstituteofInformationtechnologyandBiotechnology(RGIITB),pune",https://www.collegedekho.com/colleges/rajiv-gandhi-institute-of-information-technology-and-biotechnology-pune,Private, Academic Zone   Canteen   Computer Lab   Convo. Hall   Library   Medical Facilities   Cls. Room   Residential Institute   Residential Zone   Residential Faculty Zone   Trans.  , 24379013,rgitbt@bharatividyapeeth.edu,http://rgitbt.bharatividyapeeth.edu/,"['Pune Satara Road, Katraj-Dhankawadi, Pune – 411 043\r\n']"
"RajgadInstituteofManagementResearch&Development(RIMRD),pune",https://www.collegedekho.com/colleges/rajgad-institute-of-management-research-and-development,Private, Academic Zone   Auditorium   ATM   Boys Hostel   Canteen   Girls Hostel   Guest house   Gym   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Trans.   WiFi  ,020-24362334,director@rimrd.org,http://rimrd.org/,"['Opp. Dhankawadi Post Office, Satara- Pune Road, Dhankawadi, Pune â€“ 411043 \r\nMaharashtra, India ']"
"MahatmaPhuleInstituteofComputerManagementStudiesandResearch(MPICMSR),pune",https://www.collegedekho.com/colleges/mahatma-phule-institute-of-management-and-computer-studies,Private, Boys Hostel   Convo. Hall   Mess   Library   Medical Facilities   Cls. Room   Placement  ,020-26993020,info@pdeampim.org,http://pdeampim.org,"['A. M. College Campus, Manjari Road, Hadapsar, Pune-411028.']"
"MarathwadaMitraMandal'sCollegeofArchitecture(MMCA),pune",https://www.collegedekho.com/colleges/mmca,Private, Auditorium   Canteen   Computer Lab   Cultural zone   Theatre   Library   Medical Facilities   Cls. Room   Sports   Grounds   Practical Labs   Trans.   WiFi  ,    ,mh10mmcoa@gmail.com,http://www.mmcapune.org,"[""Marathwada Mitra Mandal's College of Architecture\r\n302/A, Deccan Gymkhana, Near Gokhale Insttute\r\nPune, Maharashtra 411004""]"
"MarathwadaMitraMandal'sCollegeofEngineering(MMCOE),pune",https://www.collegedekho.com/colleges/mmcoe,Private, Auditorium   Boys Hostel   Canteen   Computer Lab   Cultural zone   Gym   Mess   Theatre   Library   Medical Facilities   Cls. Room   Sports   Grounds   Practical Labs   Residential Institute   Residential Faculty Zone   Trans.   WiFi   Laboratories   Hostel  ,+91-20-25473160,mmcoe@mmcoe.edu.in,http://www.mmcoe.edu.in,"[""Marathwada Mitra Mandal's College of Engineering\r\nSr.No. 18, Plot No. 5/3, CTS No.205,\r\nBehind Vandevi Temple,Karvenagar,\r\nPune - 411052""]"
"NavaleCollegeofEducation&Training(NCET),pune",https://www.collegedekho.com/colleges/smt-kashibai-navale-college-of-education-and-training,Private, Boys Hostel   Canteen   Fest   Cultural zone   Gym   Mess   Library   Cls. Room   Grounds   Residential Institute   Residential Zone   Residential Faculty Zone   Trans.  ,02114-304370,bed6lonuop@sinhgad.edu,http://bcud.unipune.ac.in/utilities/college_search/CEDP012550_ENG/Pune_University_College,['Kusgaon Bk Lonavla Ta Maval Dist Pune Ta: Mawal Dist: Pune Pincode: 410401']
"NewLawCollegeBharathiVidyapeethsLawCollege(NLCBVLC),pune",https://www.collegedekho.com/colleges/new-law-college-pune,Private, Auditorium   ATM   Canteen   Computer Lab   Guest house   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   Seminar Hall   Conference Room  ,020-24407114,nlcpune@bharatividyapeeth.edu,"http://www.bharatividyapeeth.edu/Experience-Campus-Life/Pune/New-Law-College,-Pune/default.aspx","Bharati Vidyapeeth Bhavan, LBS Rd, 13 Sadashiv Peth,Next to Alka Talkies, Pune - 411030"
"PKTechnicalCampus(PKTC),pune",https://www.collegedekho.com/colleges/p-k-technical-campus-pune,Private, Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Trans.  ,02135-619100,info@pkgroup.edu.in,http://www.pkinstitute.edu.in/,"['Near Chakan Chakan-Shikrapur Road', ' Tal. Khed', ' Dist. Pune - 410501']"
"P.E.Society'sModernCollegeofPhysiotherapy(PESMCP),pune",https://www.collegedekho.com/colleges/modern-college-of-physiotherapy,Private, Library   Cls. Room  ,    ,pespune5@yahoo.co.in,http://pesmcopt.co.in,"['P.E.S.W.I.E Sports Complex, \r\nModern College road, \r\nShivaji Nagar,\r\nPune - 411 005.']"
"D.E.Society'sBrijlalJindalCollegeofPhysiotherapy(DESBJCP),pune",https://www.collegedekho.com/colleges/des-college-of-physiotherapy,Private, Auditorium   Boys Hostel   Computer Lab   Library   Cls. Room   Sports   Grounds  ,  30866471,info@desphysiotherapycollege.com,http://desphysiotherapycollege.com/,"['Fergusson College Campus,  Pune - 411 004. Maharashtra. India.']"
